ENSGACT00000021442.1	selenot2
ENSGACT00000007341.1	gtf2a1l
ENSGACT00000007354.1	gtf2a1l
ENSGACT00000007376.1	lhcgr
ENSGACT00000007505.1	erlec1
ENSGACT00000007513.1	erlec1
ENSGACT00000007608.1	psme4a
ENSGACT00000007629.1	wdr27
ENSGACT00000007645.1	thbs2a
ENSGACT00000007688.1	agpat4
ENSGACT00000007718.2	map3k4
ENSGACT00000007710.1	map3k4
ENSGACT00000007741.1	kcnk1b
ENSGACT00000007753.1	slc35f3b
ENSGACT00000007787.1	si:dkey-85a20.4
ENSGACT00000007800.1	zgc:172136
ENSGACT00000007831.1	fam135a
ENSGACT00000007838.1	fam135a
ENSGACT00000007874.1	col9a1b
ENSGACT00000007962.1	lmbrd1
ENSGACT00000007998.1	adgrb3
ENSGACT00000008065.1	si:dkey-103j14.5
ENSGACT00000008081.1	si:dkey-103j14.5
ENSGACT00000008092.1	khdrbs2
ENSGACT00000008137.1	prim2
ENSGACT00000008150.1	prim2
ENSGACT00000008174.1	rab23
ENSGACT00000008191.1	bag2
ENSGACT00000008267.1	DST
ENSGACT00000008289.1	COL21A1
ENSGACT00000008300.1	bmp5
ENSGACT00000008335.1	hmgcll1
ENSGACT00000008339.1	hmgcll1
ENSGACT00000008373.1	hcrtr2
ENSGACT00000008379.1	hcrtr2
ENSGACT00000008417.1	lrrc1
ENSGACT00000008431.1	eloal
ENSGACT00000008442.1	klhl31
ENSGACT00000008454.1	klhl31
ENSGACT00000008490.1	gclc
ENSGACT00000008502.1	gclc
ENSGACT00000008538.1	elovl5
ENSGACT00000008565.1	fbxo9
ENSGACT00000008596.1	ICK
ENSGACT00000028686.1	RF00100
ENSGACT00000008641.1	zgc:163080
ENSGACT00000008657.1	agpat5
ENSGACT00000008671.2	mcph1
ENSGACT00000008681.1	angpt2a
ENSGACT00000008683.1	angpt2a
ENSGACT00000008686.1	angpt2a
ENSGACT00000008692.1	zgc:162183
ENSGACT00000008794.1	adka
ENSGACT00000008798.1	adka
ENSGACT00000008809.1	adka
ENSGACT00000008811.1	adka
ENSGACT00000008826.1	ap3m1
ENSGACT00000008845.1	ap3m1
ENSGACT00000008869.1	vcla
ENSGACT00000008876.1	plaua
ENSGACT00000008903.1	CHUK
ENSGACT00000008909.1	CHUK
ENSGACT00000008944.1	erlin1
ENSGACT00000008950.1	zgc:66426
ENSGACT00000008975.1	adam8a
ENSGACT00000008997.1	fuom
ENSGACT00000009001.1	fuom
ENSGACT00000009045.1	echs1
ENSGACT00000009056.1	echs1
ENSGACT00000009063.1	echs1
ENSGACT00000009066.1	sprn
ENSGACT00000009092.1	mtg1
ENSGACT00000009122.1	si:dkey-275b16.2
ENSGACT00000009149.1	si:dkey-275b16.2
ENSGACT00000009168.1	rassf4
ENSGACT00000009175.1	rassf4
ENSGACT00000009186.2	rassf4
ENSGACT00000009191.1	tmem72
ENSGACT00000009229.1	ercc6
ENSGACT00000009238.1	drgx
ENSGACT00000009247.1	vstm4a
ENSGACT00000009303.1	WDFY4
ENSGACT00000009322.1	WDFY4
ENSGACT00000009328.1	lrrc18a
ENSGACT00000009341.1	arhgap22
ENSGACT00000009379.1	MAPK8 (1 of many)
ENSGACT00000009425.1	MAPK8 (1 of many)
ENSGACT00000009429.1	MAPK8 (1 of many)
ENSGACT00000009448.1	FRMPD2
ENSGACT00000009471.1	gdf10a
ENSGACT00000009481.1	prdm8
ENSGACT00000009505.1	antxr1d
ENSGACT00000009507.1	antxr1d
ENSGACT00000009532.1	rrp12
ENSGACT00000009561.1	ubtd1a
ENSGACT00000009562.1	ubtd1a
ENSGACT00000009609.1	zdhhc16a
ENSGACT00000009619.1	zdhhc16a
ENSGACT00000009621.1	si:dkey-15f17.8
ENSGACT00000009662.1	sufu
ENSGACT00000009682.1	npm3
ENSGACT00000009701.1	oga
ENSGACT00000009710.2	pprc1
ENSGACT00000029444.1	RF00407
ENSGACT00000009725.1	ldb1a
ENSGACT00000009730.1	ldb1a
ENSGACT00000009776.1	prom2
ENSGACT00000009779.1	HPS6
ENSGACT00000009795.1	KCNIP2 (1 of many)
ENSGACT00000009800.1	KCNIP2 (1 of many)
ENSGACT00000009816.1	cox15
ENSGACT00000009822.1	cox15
ENSGACT00000009828.1	cox15
ENSGACT00000009852.1	cutc
ENSGACT00000009920.1	slit1a
ENSGACT00000009927.1	slit1a
ENSGACT00000009939.1	lcor
ENSGACT00000009972.1	st3gal7
ENSGACT00000009992.1	hps1
ENSGACT00000010000.1	hpse2
ENSGACT00000010005.1	CNNM1 (1 of many)
ENSGACT00000010033.1	got1
ENSGACT00000010053.1	got1
ENSGACT00000010057.1	nkx2.3
ENSGACT00000010058.1	nkx3.3
ENSGACT00000010075.1	slc25a28
ENSGACT00000010102.1	pyroxd2
ENSGACT00000010119.1	pyroxd2
ENSGACT00000010133.1	zgc:123010
ENSGACT00000010138.1	zgc:123010
ENSGACT00000010153.1	loxl4
ENSGACT00000010164.1	crtac1b
ENSGACT00000010176.1	GOLGA7B (1 of many)
ENSGACT00000010186.1	sfrp5
ENSGACT00000010191.1	sfrp5
ENSGACT00000010198.1	sfrp5
ENSGACT00000010203.1	zgc:171482
ENSGACT00000010211.1	marveld1
ENSGACT00000010290.1	zfand4
ENSGACT00000010304.1	march8
ENSGACT00000010307.1	march8
ENSGACT00000010333.1	alox5a
ENSGACT00000010344.1	slc25a16
ENSGACT00000010388.1	eif4e1c
ENSGACT00000010396.1	eif4e1c
ENSGACT00000010421.1	eif4e1c
ENSGACT00000010428.1	si:dkey-228d14.5
ENSGACT00000010455.1	zgc:110319
ENSGACT00000010475.1	zgc:110319
ENSGACT00000010481.1	zgc:110319
ENSGACT00000010490.1	zgc:110319
ENSGACT00000010505.2	ccar1
ENSGACT00000010510.1	stox1
ENSGACT00000010547.1	zgc:154058
ENSGACT00000010602.1	mat1a
ENSGACT00000010610.1	mat1a
ENSGACT00000010622.1	selenou1a
ENSGACT00000010631.1	selenou1a
ENSGACT00000010644.1	sfxn3
ENSGACT00000010650.1	lzts2a
ENSGACT00000010657.1	sema4ga
ENSGACT00000010671.1	tp53bp2a
ENSGACT00000010719.1	si:ch211-233m11.2
ENSGACT00000028316.1	MIR216B
ENSGACT00000029109.1	MIR217
ENSGACT00000010728.1	EFEMP1
ENSGACT00000010736.1	MARK1
ENSGACT00000010757.1	lgi1a
ENSGACT00000010760.1	lgi1a
ENSGACT00000010762.1	lgi1a
ENSGACT00000010807.1	myofl
ENSGACT00000010813.1	myofl
ENSGACT00000010818.1	parga
ENSGACT00000010911.1	ogdhl
ENSGACT00000010973.1	chata
ENSGACT00000010980.1	slc18a3a
ENSGACT00000011029.1	rgra
ENSGACT00000011040.1	lrit1a
ENSGACT00000011047.1	lrit2
ENSGACT00000011054.1	lrit2
ENSGACT00000011087.1	cdhr1a
ENSGACT00000011096.1	cdhr1a
ENSGACT00000011105.1	chst3a
ENSGACT00000011144.1	PAX2
ENSGACT00000011149.1	PAX2
ENSGACT00000011199.1	cuedc2
ENSGACT00000011224.1	hif1an
ENSGACT00000011236.1	wnt8b
ENSGACT00000011284.1	scdb
ENSGACT00000011288.1	trmt2b
ENSGACT00000011333.1	dnajb12a
ENSGACT00000011367.1	dnajb12a
ENSGACT00000011383.1	spock2
ENSGACT00000011392.1	tysnd1
ENSGACT00000011403.1	sar1ab
ENSGACT00000011413.1	sar1ab
ENSGACT00000011427.1	sar1ab
ENSGACT00000011539.1	ppa1b
ENSGACT00000011547.1	eif4ebp2
ENSGACT00000011559.1	rps24
ENSGACT00000011563.1	rps24
ENSGACT00000011568.1	rps24
ENSGACT00000011569.1	rps24
ENSGACT00000011584.1	zmiz1a
ENSGACT00000011597.1	ppifa
ENSGACT00000011614.1	ppifa
ENSGACT00000011621.1	zcchc24
ENSGACT00000011637.1	anxa11a
ENSGACT00000011645.1	anxa11a
ENSGACT00000011669.1	dlg5a
ENSGACT00000011722.1	kcnma1a
ENSGACT00000011728.1	kcnma1a
ENSGACT00000011738.1	kcnma1a
ENSGACT00000011747.1	kcnma1a
ENSGACT00000011753.1	kcnma1a
ENSGACT00000011758.1	kcnma1a
ENSGACT00000011770.1	znf503
ENSGACT00000011778.1	znf503
ENSGACT00000011785.1	znf503
ENSGACT00000011811.1	comtd1
ENSGACT00000011868.1	vdac2
ENSGACT00000011882.1	vdac2
ENSGACT00000011890.1	si:ch211-215e19.6
ENSGACT00000011907.1	polh
ENSGACT00000011954.1	OTOR
ENSGACT00000012023.1	pcsk2
ENSGACT00000012035.1	BFSP1
ENSGACT00000012041.1	prokr1b
ENSGACT00000012073.1	plek
ENSGACT00000012084.1	pcdh15a
ENSGACT00000012088.1	si:dkeyp-86d6.2
ENSGACT00000012096.1	dkk1a
ENSGACT00000012119.1	prkg1a
ENSGACT00000012134.1	zgc:91976
ENSGACT00000012155.1	minpp1a
ENSGACT00000012190.1	papss2a
ENSGACT00000012197.1	papss2a
ENSGACT00000012207.1	papss2a
ENSGACT00000012267.1	itprip
ENSGACT00000012326.1	cfap43
ENSGACT00000012331.1	cfap43
ENSGACT00000012386.1	slka
ENSGACT00000012390.1	slka
ENSGACT00000012396.1	neurl1ab
ENSGACT00000012437.1	sorcs3b
ENSGACT00000012483.1	add3b
ENSGACT00000012486.1	add3b
ENSGACT00000012496.1	add3b
ENSGACT00000012506.1	MXI1
ENSGACT00000012564.1	smndc1
ENSGACT00000012594.1	bnip3
ENSGACT00000012601.1	bnip3
ENSGACT00000012609.1	ppp2r2d
ENSGACT00000012634.1	ebf3a
ENSGACT00000012647.1	ebf3a
ENSGACT00000012655.1	mgmt
ENSGACT00000012668.1	gnrh3
ENSGACT00000012674.1	gnrh3
ENSGACT00000012692.1	ptpreb
ENSGACT00000012720.1	adam12
ENSGACT00000012751.1	edrf1
ENSGACT00000012768.1	zranb1b
ENSGACT00000012778.1	abraxas2
ENSGACT00000012784.1	abraxas2
ENSGACT00000012795.1	eef1akmt2
ENSGACT00000012807.1	eef1akmt2
ENSGACT00000012810.1	FAM53B
ENSGACT00000012813.1	nkx1.2la
ENSGACT00000012823.1	chst15 (1 of many)
ENSGACT00000012829.1	gpr26
ENSGACT00000012833.1	hmx2
ENSGACT00000012838.1	hmx3a
ENSGACT00000012851.1	ikzf5
ENSGACT00000012857.1	ikzf5
ENSGACT00000012890.1	agt
ENSGACT00000012946.1	cog2
ENSGACT00000012955.1	pgbd5
ENSGACT00000012969.1	pibf1
ENSGACT00000013003.1	dis3
ENSGACT00000013041.1	dis3
ENSGACT00000013060.1	dis3
ENSGACT00000013071.1	bora
ENSGACT00000013080.1	si:dkey-15d12.2
ENSGACT00000013088.1	dachc
ENSGACT00000013098.1	ubac2
ENSGACT00000013146.1	ank3a
ENSGACT00000013164.1	ank3a
ENSGACT00000013171.1	ank3a
ENSGACT00000013184.1	ccdc6a
ENSGACT00000013204.1	slc16a9a
ENSGACT00000013207.1	slc16a9a
ENSGACT00000013210.1	slc16a9a
ENSGACT00000013233.1	slc16a9a
ENSGACT00000013284.1	PHYHIPL
ENSGACT00000013301.1	bicc1a
ENSGACT00000013362.1	rgs7a
ENSGACT00000013367.1	rgs7a
ENSGACT00000013370.1	grem2a
ENSGACT00000013390.1	chrm3a
ENSGACT00000013456.1	ryr2b
ENSGACT00000013535.1	actn2b
ENSGACT00000013550.1	p4ha1b
ENSGACT00000013560.1	si:ch211-248a14.8
ENSGACT00000013566.1	ecd
ENSGACT00000013582.1	fam149b1
ENSGACT00000013599.1	dnajc9
ENSGACT00000013607.1	dnajc9
ENSGACT00000013613.1	ndnfl
ENSGACT00000013630.1	grid1a
ENSGACT00000013657.1	wapla
ENSGACT00000013662.1	wapla
ENSGACT00000013672.1	wapla
ENSGACT00000013677.1	wapla
ENSGACT00000013683.1	htra1a
ENSGACT00000013693.1	plekha1a
ENSGACT00000013710.1	phactr2
ENSGACT00000013715.1	sf3b5
ENSGACT00000013723.1	oprm1
ENSGACT00000013728.1	rgs17
ENSGACT00000013752.1	pcnx2
ENSGACT00000013766.1	map3k21
ENSGACT00000013770.1	il22ra2
ENSGACT00000013778.2	olig3
ENSGACT00000013814.1	atl2
ENSGACT00000013876.1	slc29a1a
ENSGACT00000013882.1	slc29a1a
ENSGACT00000013912.1	adss
ENSGACT00000013922.1	adss
ENSGACT00000013924.1	adss
ENSGACT00000013932.1	zbtb18
ENSGACT00000013960.1	akt3a
ENSGACT00000013981.3	sdccag8
ENSGACT00000013990.1	tnfaip3
ENSGACT00000014017.1	perp
ENSGACT00000014029.1	tmem26a
ENSGACT00000014037.1	tmem26a
ENSGACT00000014045.1	arid5b
ENSGACT00000014058.1	rtkn2a
ENSGACT00000014077.1	cep170aa
ENSGACT00000014083.1	HINT1
ENSGACT00000014088.1	lyrm7
ENSGACT00000014108.1	dync2li1
ENSGACT00000014115.1	dync2li1
ENSGACT00000014133.1	abcg5
ENSGACT00000014147.1	abcg8
ENSGACT00000014181.1	lrpprc
ENSGACT00000014194.1	lrpprc
ENSGACT00000014207.1	znhit2
ENSGACT00000014214.1	znhit2
ENSGACT00000014229.1	ppm1ba
ENSGACT00000014262.1	slc3a1
ENSGACT00000014294.1	prepl
ENSGACT00000014300.1	CAMKMT
ENSGACT00000014306.1	six2a
ENSGACT00000014317.1	si:ch211-117n7.8
ENSGACT00000014345.1	cfap36
ENSGACT00000014363.1	ppp4r3b
ENSGACT00000014405.1	PNPT1
ENSGACT00000014420.1	CCDC88A
ENSGACT00000014432.1	camk2g2
ENSGACT00000014445.1	si:dkey-174i8.1
ENSGACT00000014451.1	synpo2la
ENSGACT00000014478.1	hhat
ENSGACT00000014504.1	kcnh1a
ENSGACT00000014509.1	mrpl57
ENSGACT00000014528.1	cyp3c3
ENSGACT00000014535.1	cyp3c3
ENSGACT00000014541.1	cyp3c3
ENSGACT00000014565.1	usp54a
ENSGACT00000014570.1	zgc:64201
ENSGACT00000014575.1	htr7a
ENSGACT00000014594.1	kif20ba
ENSGACT00000014600.1	kif20ba
ENSGACT00000014636.1	ankrd1a
ENSGACT00000014643.1	pcgf5a
ENSGACT00000014656.1	hectd2
ENSGACT00000014663.1	ppp1r3ca
ENSGACT00000014670.1	zgc:165461
ENSGACT00000014684.1	cyp26c1
ENSGACT00000014688.1	cyp26c1
ENSGACT00000014709.1	slc22a15
ENSGACT00000014716.1	slc22a15
ENSGACT00000014745.1	kif11
ENSGACT00000014754.1	kif11
ENSGACT00000014761.1	EGR2 (1 of many)
ENSGACT00000014766.1	adob
ENSGACT00000014772.1	znf365
ENSGACT00000014775.1	znf365
ENSGACT00000014800.1	sult6b1
ENSGACT00000014813.1	sult6b1
ENSGACT00000014820.1	sult6b1
ENSGACT00000014823.1	sult6b1
ENSGACT00000014832.1	SLC30A6
ENSGACT00000014836.2	FOXG1
ENSGACT00000014863.1	acyp2
ENSGACT00000014934.1	SPTBN1
ENSGACT00000014938.1	SPTBN1
ENSGACT00000014941.1	SPTBN1
ENSGACT00000014966.1	itsn1
ENSGACT00000014978.1	cryzl1
ENSGACT00000014982.1	cryzl1
ENSGACT00000014985.1	cryzl1
ENSGACT00000015001.1	setd4
ENSGACT00000015052.1	cbr1l
ENSGACT00000015083.1	cbr1l
ENSGACT00000015089.1	si:ch1073-126c3.2
ENSGACT00000015111.1	prkceb
ENSGACT00000015121.1	epas1b
ENSGACT00000015185.1	SLC22A7
ENSGACT00000015196.1	cox20
ENSGACT00000015210.1	lhb
ENSGACT00000015224.1	lhb
ENSGACT00000015265.1	arfgef3
ENSGACT00000015270.1	opn4a
ENSGACT00000015284.1	ldb3a
ENSGACT00000015302.1	bmpr1aa
ENSGACT00000015313.1	rps27a
ENSGACT00000015319.1	rps27a
ENSGACT00000015327.1	CLHC1
ENSGACT00000015344.1	rtn4a
ENSGACT00000015345.1	rtn4a
ENSGACT00000015393.1	plekha3
ENSGACT00000015409.1	nckap1
ENSGACT00000015421.1	dusp19b
ENSGACT00000015426.1	dusp19b
ENSGACT00000015436.1	zc3h15
ENSGACT00000015443.1	zc3h15
ENSGACT00000015456.1	rbm45
ENSGACT00000015472.1	rbm45
ENSGACT00000015481.1	rbm45
ENSGACT00000015545.1	supt3h
ENSGACT00000015639.1	cdc5l
ENSGACT00000015653.1	cdc5l
ENSGACT00000015658.1	napba
ENSGACT00000015678.1	crls1
ENSGACT00000015688.3	mcm8
ENSGACT00000015758.1	cdh11
ENSGACT00000015769.1	lnpk
ENSGACT00000015794.1	mtx2
ENSGACT00000015800.1	mtx2
ENSGACT00000015817.1	tmem41ab
ENSGACT00000015820.1	tmem41ab
ENSGACT00000015833.1	gpr155b
ENSGACT00000015844.1	ciao2b
ENSGACT00000015868.1	b3gnt2b
ENSGACT00000015881.1	c1d
ENSGACT00000015901.1	wdr92
ENSGACT00000015953.1	wdr92
ENSGACT00000015958.1	wdr92
ENSGACT00000015968.1	wdr92
ENSGACT00000015973.1	pno1
ENSGACT00000015992.1	cnrip1b
ENSGACT00000016009.1	ddx43
ENSGACT00000016016.1	ddx43
ENSGACT00000016028.1	slc17a5
ENSGACT00000016068.1	map4k3b
ENSGACT00000016090.1	vsx1
ENSGACT00000016107.1	entpd6
ENSGACT00000016117.1	abhd12
ENSGACT00000016123.1	gins1
ENSGACT00000016147.1	ninl
ENSGACT00000016218.1	ppp2r5d
ENSGACT00000016221.1	ppp2r5d
ENSGACT00000016226.1	mea1
ENSGACT00000016231.1	lrrc73
ENSGACT00000016237.1	dlk2
ENSGACT00000016244.1	tjap1
ENSGACT00000016248.1	DNPH1
ENSGACT00000016309.1	yipf3
ENSGACT00000016316.1	ncoa4
ENSGACT00000016318.1	si:ch211-128m15.3
ENSGACT00000016390.1	prkn
ENSGACT00000016398.1	prkn
ENSGACT00000016406.1	prkn
ENSGACT00000016423.1	tspan14
ENSGACT00000016436.1	EML4
ENSGACT00000016378.1	tmbim1a
ENSGACT00000016381.1	si:ch73-71c20.5
ENSGACT00000016393.1	mcm6
ENSGACT00000016450.1	ugt1b5
ENSGACT00000016456.1	ugt1b5
ENSGACT00000016480.1	ugt1b5
ENSGACT00000016485.1	ndufb3
ENSGACT00000016522.1	pecr
ENSGACT00000016532.1	pecr
ENSGACT00000016534.1	zgc:171772
ENSGACT00000016547.1	cfap410
ENSGACT00000016551.1	cfap410
ENSGACT00000016560.2	orc2
ENSGACT00000016574.1	zgc:162816
ENSGACT00000016651.1	col6a2
ENSGACT00000016699.1	col6a1
ENSGACT00000016714.1	scn12aa
ENSGACT00000016756.1	wdr48b
ENSGACT00000016749.2	wdr48b
ENSGACT00000016760.1	gorasp1a
ENSGACT00000016763.1	csrnp1a
ENSGACT00000016769.1	xirp1
ENSGACT00000016777.1	slc22a13a
ENSGACT00000016821.1	oxsr1a
ENSGACT00000016894.1	plcd1b
ENSGACT00000016899.1	plcd1b
ENSGACT00000016905.1	plcd1b
ENSGACT00000016929.1	ctdsplb
ENSGACT00000016935.1	ctdsplb
ENSGACT00000016981.1	hhatla
ENSGACT00000016987.1	klhl40a
ENSGACT00000016995.1	vipr1a
ENSGACT00000016998.1	casp8
ENSGACT00000017003.1	casp8
ENSGACT00000017006.1	catip
ENSGACT00000017041.1	PCDH8 (1 of many)
ENSGACT00000017045.1	CNMD
ENSGACT00000017061.1	sugt1
ENSGACT00000017068.1	sugt1
ENSGACT00000017093.1	ednrba
ENSGACT00000017126.1	SLC25A30
ENSGACT00000017135.1	SLC25A30
ENSGACT00000017212.1	ripk1l
ENSGACT00000017216.1	opn7a
ENSGACT00000017226.1	si:ch73-40a17.3
ENSGACT00000017231.1	si:ch73-40a17.3
ENSGACT00000017242.1	phlpp1
ENSGACT00000017328.1	adcy1b
ENSGACT00000017336.1	IGFBP1 (1 of many)
ENSGACT00000017339.1	IGFBP1 (1 of many)
ENSGACT00000017342.1	IGFBP3 (1 of many)
ENSGACT00000017351.1	TNS3 (1 of many)
ENSGACT00000017361.1	dspa
ENSGACT00000017373.1	slc22a23
ENSGACT00000017423.1	tubb2
ENSGACT00000017433.1	tubb2
ENSGACT00000017442.1	dsc2l
ENSGACT00000017460.1	CDH2
ENSGACT00000017467.1	AQP4
ENSGACT00000017473.1	AQP4
ENSGACT00000017489.1	KCTD1
ENSGACT00000017498.1	KCTD1
ENSGACT00000017511.1	KCTD1
ENSGACT00000017522.1	psma8
ENSGACT00000017525.1	psma8
ENSGACT00000017537.1	ss18
ENSGACT00000017543.1	ss18
ENSGACT00000017546.1	ZNF521
ENSGACT00000017584.1	OSBPL1A (1 of many)
ENSGACT00000017591.1	OSBPL1A (1 of many)
ENSGACT00000017600.1	TTC39C (1 of many)
ENSGACT00000017603.1	TTC39C (1 of many)
ENSGACT00000017627.1	LAMA3
ENSGACT00000017667.1	vps4b
ENSGACT00000017683.1	kdsr
ENSGACT00000017693.1	kdsr
ENSGACT00000017696.1	bcl2b
ENSGACT00000017705.1	prkag2b
ENSGACT00000017741.1	dpp6b
ENSGACT00000017748.1	arhgap21b
ENSGACT00000017756.1	prtfdc1
ENSGACT00000017762.1	pbx1a
ENSGACT00000017803.1	glula
ENSGACT00000017821.3	gigyf2
ENSGACT00000017830.1	GPR55
ENSGACT00000017845.1	itm2cb
ENSGACT00000017850.1	itm2cb
ENSGACT00000017854.1	hes6
ENSGACT00000017865.1	per2
ENSGACT00000017906.1	clcn2a
ENSGACT00000017910.2	fam131a
ENSGACT00000017979.1	tfa
ENSGACT00000017985.1	tfa
ENSGACT00000017989.1	tfa
ENSGACT00000017999.1	tfa
ENSGACT00000018012.1	ubxn7
ENSGACT00000018025.1	ppp1r7
ENSGACT00000018031.1	ppp1r7
ENSGACT00000018034.1	ppp1r7
ENSGACT00000018055.1	cdc20
ENSGACT00000018084.1	elovl1a
ENSGACT00000018129.1	agxtb
ENSGACT00000018137.1	agxtb
ENSGACT00000018140.1	agxtb
ENSGACT00000018143.1	thap4
ENSGACT00000018157.1	kif1ab
ENSGACT00000018160.1	espnlb
ENSGACT00000018173.1	rab6bb
ENSGACT00000018177.1	rab6bb
ENSGACT00000018182.1	amotl2b
ENSGACT00000018197.1	tnr
ENSGACT00000018198.1	tnr
ENSGACT00000018203.1	tnn
ENSGACT00000018206.1	mrps14
ENSGACT00000018228.1	cacybp
ENSGACT00000018257.1	plk3
ENSGACT00000018264.1	eif2b3
ENSGACT00000018266.1	eif2b3
ENSGACT00000018271.1	ptch2
ENSGACT00000018281.2	kif2c
ENSGACT00000018286.1	selenot1a
ENSGACT00000018292.1	selenot1a
ENSGACT00000018295.1	selenot1a
ENSGACT00000018302.1	zgc:153615
ENSGACT00000018303.1	zgc:153615
ENSGACT00000018307.1	zmp:0000001127
ENSGACT00000018311.1	zp3b
ENSGACT00000018313.1	arl14
ENSGACT00000018314.1	ppm1la
ENSGACT00000018318.1	otol1a
ENSGACT00000018322.1	tal1
ENSGACT00000018335.1	rc3h1b
ENSGACT00000018354.1	zgc:110366
ENSGACT00000018360.1	zgc:110366
ENSGACT00000018364.1	zgc:110366
ENSGACT00000018370.1	extl2
ENSGACT00000018387.1	parla
ENSGACT00000018394.1	fgf12a
ENSGACT00000018402.1	fgf12a
ENSGACT00000018405.1	fgf12a
ENSGACT00000018422.1	COL4A3
ENSGACT00000018434.1	COL4A4
ENSGACT00000018439.1	nyap2b
ENSGACT00000018440.1	gpc5c
ENSGACT00000018442.1	gpc5c
ENSGACT00000018450.1	gpc1b
ENSGACT00000018453.1	gpc1b
ENSGACT00000018521.1	EPHB1
ENSGACT00000018523.1	EPHB1
ENSGACT00000018525.1	EPHB1
ENSGACT00000018526.1	EPHB1
ENSGACT00000018528.1	EPHB1
ENSGACT00000018550.1	pax3a
ENSGACT00000018557.1	acsl3b
ENSGACT00000018560.1	scg2b
ENSGACT00000018567.1	ap1s3b
ENSGACT00000018569.1	ap1s3b
ENSGACT00000018578.1	si:ch211-165b10.3
ENSGACT00000018597.1	CUL3
ENSGACT00000018601.1	si:ch211-14a17.11
ENSGACT00000018608.1	acin1a
ENSGACT00000018616.1	mmp14b
ENSGACT00000018644.1	cbln12
ENSGACT00000018658.1	chd8
ENSGACT00000018665.1	tox4a
ENSGACT00000018668.1	tox4a
ENSGACT00000018689.1	casq1a
ENSGACT00000018721.1	eif2b5
ENSGACT00000018735.1	eif2b5
ENSGACT00000018762.1	dhrs1
ENSGACT00000018764.1	homeza
ENSGACT00000018765.1	homeza
ENSGACT00000018776.1	si:ch211-14a17.6
ENSGACT00000018780.1	si:ch211-14a17.6
ENSGACT00000018784.1	si:ch211-14a17.6
ENSGACT00000018798.1	ap1g2
ENSGACT00000018839.1	prmt5
ENSGACT00000018844.1	psmb5
ENSGACT00000018852.1	cdh24b
ENSGACT00000018862.1	carmil3
ENSGACT00000018871.1	rem2
ENSGACT00000018874.1	rem2
ENSGACT00000018907.1	brinp2
ENSGACT00000018924.1	astn1
ENSGACT00000018928.1	astn1
ENSGACT00000018938.1	pappa2
ENSGACT00000018940.1	cop1
ENSGACT00000018952.1	xrn1
ENSGACT00000018963.1	toe1
ENSGACT00000018965.1	toe1
ENSGACT00000018972.1	elovl8a
ENSGACT00000018985.1	fabp6
ENSGACT00000018996.1	zswim5
ENSGACT00000019003.1	urod
ENSGACT00000019021.1	lyn
ENSGACT00000019023.1	lyn
ENSGACT00000019041.1	ctnnd2b
ENSGACT00000019045.1	ttpa
ENSGACT00000019053.1	wdr78
ENSGACT00000019058.1	cnpy1
ENSGACT00000019071.1	paxip1
ENSGACT00000019088.1	tgm1l1
ENSGACT00000019093.2	abhd4
ENSGACT00000019096.1	dad1
ENSGACT00000019100.1	pigr
ENSGACT00000019103.1	lrrc24
ENSGACT00000019111.2	slc6a9
ENSGACT00000019119.1	klf17
ENSGACT00000019121.1	klf17
ENSGACT00000019129.1	rnf220a
ENSGACT00000019132.1	rnf220a
ENSGACT00000019134.1	tmem53
ENSGACT00000019148.1	col15a1b
ENSGACT00000019156.1	col15a1b
ENSGACT00000019164.1	slc12a7a
ENSGACT00000019183.1	crispld1b
ENSGACT00000019188.1	neto1
ENSGACT00000019193.1	fam173b
ENSGACT00000019206.1	march6
ENSGACT00000019208.1	ankrd33bb
ENSGACT00000019252.1	cyp7a1
ENSGACT00000019255.1	cyp7a1
ENSGACT00000019267.1	blvra
ENSGACT00000019270.1	blvra
ENSGACT00000019274.1	ccr12a
ENSGACT00000019277.1	cntnap2b
ENSGACT00000019279.1	tmem70
ENSGACT00000019293.1	zgc:56556
ENSGACT00000019297.1	zgc:56556
ENSGACT00000019302.1	zgc:56556
ENSGACT00000019303.1	zgc:56556
ENSGACT00000019312.1	rnf2
ENSGACT00000019316.1	rnf2
ENSGACT00000019322.1	si:ch211-267e7.3
ENSGACT00000019331.1	aglb
ENSGACT00000019347.1	tyw3
ENSGACT00000019390.1	mrpl37
ENSGACT00000019397.1	csnk1g2a
ENSGACT00000019399.1	csnk1g2a
ENSGACT00000019402.1	mfsd12a
ENSGACT00000019412.3	depdc5
ENSGACT00000019416.1	depdc5
ENSGACT00000019435.1	rab36
ENSGACT00000019456.1	kifap3b
ENSGACT00000019459.1	kifap3b
ENSGACT00000019465.1	zgc:123035
ENSGACT00000019467.1	zgc:123035
ENSGACT00000019477.1	tmem68
ENSGACT00000019478.1	tmem68
ENSGACT00000019490.1	penka
ENSGACT00000019503.1	sdr16c5a
ENSGACT00000019507.1	sdr16c5a
ENSGACT00000019508.1	sdr16c5a
ENSGACT00000019516.1	slc44a5a
ENSGACT00000019522.1	fam110b
ENSGACT00000019533.1	ptf1a
ENSGACT00000019535.1	ptf1a
ENSGACT00000019544.1	dlgap1a
ENSGACT00000019573.1	cahz
ENSGACT00000019577.1	cahz
ENSGACT00000028465.1	RF00020
ENSGACT00000028584.1	RF00020
ENSGACT00000019622.1	exoc3
ENSGACT00000019627.1	dnajb6a
