chr,start,end,score,CL12w16-3_atac_LITC,CL12w16-3_atac.MATA,CL12_wgs.LITC,CL12_wgs.MATA
chrVIII,15441127,15441484,1000,7,10,11,11
chrVIII,15449164,15449363,1000,0,0,0,0
chrVIII,15461797,15462451,943,82,212,14,39
chrVIII,15470147,15470359,964,0,0,0,0
chrVIII,15489332,15489791,1000,15,10,11,19
chrVIII,15494956,15495757,1000,1090,1017,53,39
chrVIII,15509197,15509741,1000,0,0,0,0
chrVIII,15516375,15517003,1000,0,0,0,0
chrVIII,15522050,15522690,1000,0,0,0,0
chrVIII,15533296,15533665,1000,121,98,13,10
chrVIII,15535279,15536231,1000,0,0,0,0
chrVIII,15536429,15536575,1000,0,0,0,0
chrVIII,15546580,15547518,1000,0,0,0,0
chrVIII,15635008,15635661,1000,0,0,0,0
chrVIII,15643963,15644658,1000,408,307,32,27
chrVIII,15647546,15647869,1000,0,0,0,0
chrVIII,15650339,15651063,1000,127,132,17,17
chrVIII,15651425,15652017,1000,0,0,0,0
chrVIII,15657892,15658958,1000,77,93,8,22
chrVIII,15659147,15659310,1000,0,0,0,0
chrVIII,15660212,15660402,1000,37,30,3,18
chrVIII,15680623,15681613,1000,0,0,0,0
chrVIII,15692337,15692736,759,69,139,17,12
chrVIII,15742528,15743582,1000,0,0,0,0
chrVIII,15763414,15764268,1000,104,82,8,12
chrVIII,15764413,15764544,1000,0,0,0,0
chrVIII,15767545,15768296,948,0,0,0,0
chrVIII,15769661,15769890,874,0,0,0,0
chrVIII,15770986,15772000,1000,0,0,0,0
chrVIII,15772713,15773767,1000,0,0,0,0
chrVIII,15777866,15778479,1000,0,0,0,0
chrVIII,15790623,15790827,1000,0,0,0,0
chrVIII,15792579,15793268,1000,61,0,10,13
chrVIII,15801642,15801878,1000,11,13,8,10
chrVIII,15802191,15802361,1000,0,0,0,0
chrVIII,15804772,15805030,1000,0,0,0,0
chrVIII,15807651,15808200,1000,0,0,0,0
chrVIII,15811005,15811308,963,0,0,0,0
chrVIII,15815902,15817691,1000,235,98,13,20
chrVIII,15820752,15821122,1000,0,0,0,0
chrVIII,15821912,15822796,1000,0,0,0,0
chrVIII,15824393,15824930,1000,0,0,0,0
chrVIII,15825220,15825669,535,0,0,0,0
chrVIII,15839277,15840049,1000,0,0,0,0
chrVIII,15842575,15842851,806,0,0,0,0
chrVIII,15860856,15861477,634,4,0,3,4
chrVIII,15868206,15868634,1000,0,0,0,0
chrVIII,15873073,15874645,599,137,75,39,34
chrVIII,15876098,15876646,1000,150,98,17,13
chrVIII,15877265,15877556,1000,0,0,0,0
chrVIII,15893332,15893921,1000,6,1,1,4
chrVIII,15894032,15894529,1000,21,11,6,0
chrVIII,15894884,15895339,1000,0,85,0,12
chrVIII,15898072,15898459,611,0,0,0,0
chrVIII,15898808,15899006,1000,0,20,3,7
chrVIII,15929250,15929943,1000,0,0,0,0
chrVIII,15953118,15953518,557,0,0,0,0
chrVIII,15969766,15970329,1000,0,0,0,0
chrVIII,15974431,15974978,1000,183,116,13,14
chrVIII,15999102,15999350,1000,0,1,0,0
chrVIII,16001484,16002062,1000,34,522,15,40
chrVIII,16042078,16042495,1000,0,0,0,0
chrVIII,16091878,16092137,1000,0,0,0,0
chrVIII,16131578,16131760,1000,0,0,0,0
chrVIII,16134016,16134493,1000,0,0,0,0
chrVIII,16137709,16137991,1000,0,0,0,0
chrVIII,16198230,16199236,1000,0,126,5,11
chrVIII,16213435,16213633,1000,0,0,0,0
chrVIII,16221892,16222415,1000,600,731,38,27
chrVIII,16256207,16256510,1000,0,0,0,0
chrVIII,16267824,16268406,661,0,0,0,0
chrVIII,16273104,16273811,1000,231,265,19,33
chrVIII,16276094,16276498,1000,48,0,8,9
chrVIII,16281301,16281518,1000,0,77,0,4
chrVIII,16302196,16302463,1000,0,0,0,0
chrVIII,16305937,16306745,1000,102,90,19,18
chrVIII,16320194,16320471,1000,677,0,4,16
chrVIII,16333120,16333287,1000,100,86,30,40
chrVIII,16376540,16376930,1000,38,27,6,15
chrVIII,16380110,16380736,1000,504,0,44,43
chrVIII,16435620,16436149,1000,0,0,0,0
chrVIII,16460147,16461007,989,123,161,22,39
chrVIII,16463940,16464579,1000,674,1,24,46
chrVIII,16488724,16488969,1000,6,4,2,2
chrVIII,16492528,16493368,1000,43,0,7,6
chrVIII,16509159,16509341,1000,26,0,3,2
chrVIII,16556766,16557044,1000,157,46,22,48
chrVIII,16562270,16562609,1000,0,0,0,0
chrVIII,16563112,16564191,1000,406,0,11,14
chrVIII,16582800,16583000,1000,0,0,0,0
chrVIII,16585541,16585821,961,0,0,0,0
chrVIII,16654004,16654229,1000,155,0,5,15
chrVIII,16657393,16657576,1000,316,0,26,32
chrVIII,16658230,16658545,1000,648,4,24,46
chrVIII,16658697,16659174,1000,91,0,6,7
chrVIII,16672832,16673007,1000,0,0,0,0
chrVIII,16673363,16673774,1000,0,0,0,0
chrVIII,16681109,16681505,1000,0,0,0,0
chrVIII,16685609,16685838,1000,89,99,12,14
chrVIII,16686155,16686445,1000,188,0,13,18
chrVIII,16696505,16696700,1000,0,0,0,0
chrVIII,16698777,16699291,600,193,15,116,90
chrVIII,16748146,16748778,1000,0,0,0,0
chrVIII,16767261,16767590,1000,0,0,0,0
chrVIII,16786967,16787542,778,135,295,14,35
chrVIII,16797928,16799207,541,281,96,42,46
chrVIII,16805482,16805630,1000,0,0,0,0
chrVIII,16813734,16813981,1000,0,0,0,0
chrVIII,16814745,16815338,1000,34,1,8,3
chrVIII,16817661,16818421,1000,0,0,0,0
chrVIII,16825589,16825788,1000,123,111,6,20
chrVIII,16825889,16826029,1000,60,0,13,8
chrVIII,16837395,16837576,1000,0,0,0,0
chrVIII,16845258,16845517,810,8,0,2,2
chrVIII,16845817,16845974,1000,104,0,8,13
chrVIII,16846189,16846467,1000,38,28,9,31
chrVIII,16849467,16849941,1000,130,0,23,17
chrVIII,16850211,16850960,1000,514,21,46,31
chrVIII,16851341,16851740,1000,427,1,40,43
chrVIII,16858265,16859084,773,397,29,39,68
chrVIII,16881232,16881475,987,0,0,0,0
chrVIII,16882911,16883422,773,0,0,0,0
chrVIII,16899498,16900092,831,114,0,21,32
chrVIII,16900215,16901787,1000,192,7,22,18
chrVIII,16902200,16902401,1000,65,3,1,14
chrVIII,16902761,16903809,1000,64,3,12,11
chrVIII,16911941,16912553,1000,666,2,24,38
chrVIII,16912655,16912840,1000,296,5,8,7
chrVIII,16917385,16917919,1000,106,141,22,23
chrVIII,16918484,16919120,1000,370,201,40,21
chrVIII,16923218,16923406,1000,0,0,0,0
chrVIII,16931297,16931512,1000,163,0,12,18
chrVIII,16968550,16968985,1000,95,0,21,31
chrVIII,16978786,16979580,411,50,0,6,7
chrVIII,16979991,16980619,1000,206,134,23,54
chrVIII,16994552,16994769,1000,0,0,0,0
chrVIII,17024669,17026559,1000,1196,82,76,65
chrVIII,17026690,17027146,661,0,0,0,0
chrVIII,17036682,17037150,1000,4,0,0,3
chrVIII,17037359,17038401,1000,40,0,5,14
chrVIII,17045185,17045698,581,0,0,0,0
chrVIII,17055479,17055996,1000,48,235,15,29
chrVIII,17056822,17057024,1000,2,0,2,1
chrVIII,17058050,17058615,1000,59,3,15,17
chrVIII,17059721,17061059,1000,503,465,42,48
chrVIII,17066187,17066818,808,0,0,0,0
chrVIII,17086241,17087549,1000,0,0,0,0
chrVIII,17091619,17091940,1000,94,79,8,11
chrVIII,17095616,17096181,1000,183,130,26,24
chrVIII,17097664,17098065,983,0,0,0,0
chrVIII,17098283,17099486,1000,61,46,19,13
chrVIII,17107187,17107517,1000,0,0,0,0
chrVIII,17114142,17115245,1000,123,138,29,43
chrVIII,17119584,17119994,753,0,0,0,0
chrVIII,17121164,17121565,985,12,133,21,41
chrVIII,17124743,17124967,1000,154,127,23,26
chrVIII,17129846,17130026,1000,0,0,0,0
chrVIII,17130211,17130722,1000,190,216,13,16
chrVIII,17136782,17137099,1000,0,0,0,0
chrVIII,17144277,17144638,1000,21,19,8,16
chrVIII,17155266,17155580,1000,339,185,59,15
chrVIII,17161885,17162968,1000,41,356,28,49
chrVIII,17164786,17164981,1000,7,7,2,4
chrVIII,17165082,17165224,1000,55,55,3,3
chrVIII,17165327,17165634,808,92,105,28,33
chrVIII,17166195,17166724,1000,129,285,25,38
chrVIII,17167259,17168103,902,66,49,24,34
chrVIII,17175667,17175886,1000,0,0,0,0
chrVIII,17190865,17191819,1000,216,1091,37,49
chrVIII,17192093,17192435,867,6,10,2,3
chrVIII,17196155,17196349,1000,12,21,6,7
chrVIII,17219443,17219861,1000,103,83,39,49
chrVIII,17271018,17271295,1000,227,80,18,20
chrVIII,17285220,17285435,1000,0,0,0,0
chrVIII,17331257,17332521,1000,651,694,24,45
chrVIII,17343005,17343658,1000,113,139,14,17
chrVIII,17347159,17348306,1000,0,0,0,0
chrVIII,17352308,17352934,701,2,1,1,1
chrVIII,17354655,17355138,1000,3,0,3,3
chrVIII,17357697,17358008,1000,0,0,0,0
chrVIII,17358232,17359104,1000,206,222,31,36
chrVIII,17359921,17360159,901,0,0,0,0
chrVIII,17371130,17371677,1000,157,166,33,46
chrVIII,17373424,17373652,970,35,50,11,21
chrVIII,17373776,17374138,1000,15,21,3,6
chrVIII,17374266,17375470,1000,215,186,30,31
chrVIII,17376938,17377628,1000,38,39,18,13
chrVIII,17378215,17379032,1000,14,21,6,12
chrVIII,17387718,17387942,1000,11,0,8,0
chrVIII,17390694,17390924,957,0,0,0,0
chrVIII,17391417,17392486,1000,0,0,0,0
chrVIII,17394455,17394667,1000,0,0,0,0
chrVIII,17401573,17401801,1000,0,163,5,23
chrVIII,17404348,17405342,1000,107,154,27,9
chrVIII,17405676,17405982,1000,0,0,0,0
chrVIII,17406233,17406806,941,42,40,16,9
chrVIII,17421331,17421810,1000,61,43,20,13
chrVIII,17453158,17454022,1000,311,465,13,7
chrVIII,17455445,17456110,1000,0,48,4,8
chrVIII,17459609,17460276,1000,233,175,36,54
chrVIII,17466537,17466903,1000,0,0,0,0
chrVIII,17467117,17467721,1000,76,187,27,34
chrVIII,17504394,17504848,1000,102,125,14,14
chrVIII,17508366,17509242,1000,470,393,42,50
chrVIII,17514250,17514581,896,29,33,14,14
chrVIII,17536097,17536474,830,0,0,0,0
chrVIII,17549172,17549818,1000,112,14,26,33
chrVIII,17549970,17550522,444,2,0,0,1
chrVIII,17587092,17588343,1000,735,1,64,68
chrVIII,17588878,17589515,899,100,0,10,19
chrVIII,17598957,17599576,832,61,37,19,32
chrVIII,17602584,17603105,1000,194,146,9,31
chrVIII,17606131,17606926,1000,91,0,15,12
chrVIII,17608746,17609022,1000,74,182,11,41
chrVIII,17621960,17622225,987,5,1,0,2
chrVIII,17644629,17644966,1000,0,0,0,0
chrVIII,17647438,17647857,1000,30,0,13,14
chrVIII,17705682,17706477,998,4,7,6,6
chrVIII,17711690,17712829,1000,0,0,0,0
chrVIII,17729170,17729393,1000,168,0,21,16
chrVIII,17754831,17755172,1000,26,32,5,35
chrVIII,17761578,17761770,1000,75,55,7,16
chrVIII,17830595,17831089,1000,229,165,30,51
chrVIII,17831235,17831672,1000,237,196,39,39
chrVIII,17838262,17838397,1000,162,125,11,44
chrVIII,17838498,17838691,1000,21,18,2,8
chrVIII,17850597,17850795,1000,0,0,0,0
chrVIII,17855984,17856233,1000,0,0,0,0
chrVIII,17856565,17856872,1000,173,152,19,27
chrVIII,17861700,17862214,1000,46,21,13,5
chrVIII,17863815,17864099,792,127,0,18,0
chrVIII,17864415,17864591,1000,46,20,9,7
chrVIII,17872154,17872897,1000,351,176,63,63
chrVIII,17878928,17879696,1000,70,50,16,12
chrVIII,17880277,17881781,1000,403,449,52,38
chrVIII,17894908,17895110,1000,45,7,16,16
chrVIII,17895213,17895977,1000,279,259,24,53
chrVIII,17901001,17901520,1000,0,0,0,0
chrVIII,17902176,17903832,1000,881,87,48,43
chrVIII,17904558,17904939,605,77,0,12,12
chrVIII,17910932,17911350,725,76,93,28,28
chrVIII,17916206,17916747,519,18,0,8,8
chrVIII,17926101,17926393,1000,71,1,3,21
chrVIII,17944257,17944409,1000,96,81,5,11
chrVIII,17944715,17944959,1000,2,1,1,1
chrVIII,17964646,17965657,1000,92,117,30,44
chrVIII,17975712,17976090,1000,260,190,46,38
chrVIII,17976970,17977231,1000,5,4,3,3
chrVIII,17980505,17981014,1000,125,72,6,31
chrVIII,17981156,17981537,1000,32,23,3,16
chrVIII,17981646,17982088,1000,155,125,11,30
chrVIII,17982468,17982676,1000,0,24,0,6
chrVIII,17990137,17990331,1000,25,35,11,12
chrVIII,18007830,18008487,1000,167,125,13,21
chrVIII,18046369,18047263,1000,112,154,29,52
chrVIII,18056608,18057761,1000,0,0,0,0
chrVIII,18063271,18063530,1000,200,167,26,32
chrVIII,18063921,18064178,979,0,0,0,0
chrVIII,18070775,18071335,1000,0,13,0,16
chrVIII,18074969,18075339,1000,0,0,0,0
chrVIII,18075455,18076534,1000,590,544,34,48
chrVIII,18085542,18086206,1000,0,0,0,0
chrVIII,18086568,18087792,1000,79,59,6,9
chrVIII,18091529,18091733,1000,72,74,14,27
chrVIII,18092212,18093600,1000,29,200,29,56
chrVIII,18095679,18096507,635,59,52,13,12
chrVIII,18099718,18100240,749,0,0,0,0
chrVIII,18100541,18100894,598,36,69,5,38
chrVIII,18111033,18111279,1000,57,158,29,33
chrVIII,18112017,18112218,1000,26,115,21,32
chrVIII,18116385,18116622,1000,3,37,3,8
chrVIII,18116827,18118173,1000,517,946,41,73
chrVIII,18118654,18119008,796,18,12,4,6
chrVIII,18121556,18121852,785,84,94,17,19
chrVIII,18123336,18123731,685,0,0,0,0
chrVIII,18126275,18126921,1000,304,381,41,62
chrVIII,18155578,18156227,831,183,139,32,31
chrVIII,18296039,18296239,1000,288,80,32,35
chrVIII,18300398,18300578,1000,0,0,0,0
chrVIII,18300681,18301033,1000,0,0,0,0
chrVIII,18301135,18301269,1000,0,0,0,0
chrVIII,18400090,18400513,1000,253,708,39,58
chrVIII,18404472,18405454,1000,176,376,43,51
chrVIII,18420178,18420471,1000,7,5,2,4
chrVIII,18420763,18421233,1000,141,186,26,36
chrVIII,18427996,18428676,625,179,165,74,53
chrVIII,18431299,18431733,1000,169,154,26,20
chrVIII,18431908,18432161,1000,16,22,10,8
chrVIII,18436094,18436866,1000,97,118,5,19
chrVIII,18441085,18441462,1000,0,0,0,2
chrVIII,18453502,18454269,1000,34,0,4,2
chrVIII,18475732,18475957,1000,210,109,17,7
chrVIII,18479342,18479685,1000,154,190,24,36
chrVIII,18488605,18489356,1000,184,259,33,26
chrVIII,18545879,18546522,1000,143,163,35,25
chrVIII,18547030,18547438,1000,317,329,34,35
chrVIII,18553562,18554400,1000,33,29,4,6
chrVIII,18563374,18563662,1000,0,0,0,0
chrVIII,18570267,18570495,940,182,56,52,11
chrVIII,18578913,18579605,1000,238,167,63,46
chrVIII,18588761,18590040,1000,608,273,33,35
chrVIII,18602263,18602542,1000,226,254,17,14
chrVIII,18602873,18603019,1000,168,199,19,38
chrVIII,18603123,18603257,1000,72,86,2,14
chrVIII,18608585,18608840,1000,0,0,0,0
chrVIII,18608961,18609164,1000,0,0,0,0
chrVIII,18619388,18619638,1000,15,57,25,38
chrVIII,18630951,18631478,1000,92,79,13,12
chrVIII,18631597,18631969,1000,22,13,15,19
chrVIII,18643306,18643708,1000,49,213,24,21
chrVIII,18644410,18644925,1000,0,0,0,0
chrVIII,18650262,18650454,1000,7,13,7,17
chrVIII,18653091,18653305,1000,82,105,21,17
chrVIII,18653728,18654389,1000,0,100,13,10
chrVIII,18673240,18673780,1000,289,317,12,18
chrVIII,18674800,18675689,1000,8,145,12,27
chrVIII,18690900,18691622,1000,256,2,21,34
chrVIII,18695148,18695835,1000,87,22,36,18
chrVIII,18757623,18757917,1000,1,13,3,5
chrVIII,18759316,18760739,1000,918,720,62,68
chrVIII,18764147,18764453,1000,36,68,12,26
chrVIII,18766424,18767691,1000,336,1739,63,80
chrVIII,18767899,18768137,1000,65,290,13,21
chrVIII,18768412,18769353,1000,219,909,48,55
chrVIII,18779273,18781160,1000,97,58,34,17
chrVIII,18784762,18785290,1000,133,108,14,17
chrVIII,18789217,18789448,940,2,0,0,2
chrVIII,18813937,18814342,1000,30,35,13,14
chrVIII,18826967,18827187,1000,0,0,0,0
chrVIII,18827326,18827821,1000,106,73,18,13
chrVIII,18875666,18876397,1000,21,29,18,9
chrVIII,18893248,18895196,1000,638,1,45,34
chrVIII,18902656,18903172,1000,111,1,10,20
chrVIII,18908397,18908600,1000,0,0,0,0
chrVIII,18908898,18909183,1000,170,181,4,10
chrVIII,18916815,18917523,1000,525,2,35,26
chrVIII,18938555,18939166,1000,390,64,38,39
chrVIII,18939275,18939747,1000,21,0,9,5
chrVIII,18960118,18960564,1000,0,0,0,0
chrVIII,18984957,18985329,1000,8,0,9,2
chrVIII,19015311,19015731,958,38,0,8,8
chrVIII,19020634,19020849,1000,24,0,2,22
chrVIII,19119329,19119522,1000,0,0,0,0
chrVIII,19133955,19134948,1000,81,85,16,35
chrVIII,19135350,19135651,1000,58,31,11,17
chrVIII,19138706,19139400,1000,19,24,7,12
chrVIII,19155766,19155981,1000,212,245,12,16
chrVIII,19162814,19163119,1000,66,86,29,32
chrVIII,19170803,19172464,1000,610,517,56,58
chrVIII,19173484,19174049,945,72,76,9,10
chrVIII,19188841,19189725,1000,0,0,0,0
chrVIII,19192266,19192992,1000,143,105,17,8
chrVIII,19198863,19199735,1000,1049,966,51,41
chrVIII,19199957,19200178,1000,162,188,12,13
chrVIII,19207130,19207713,1000,0,0,0,0
chrVIII,19207867,19208186,999,0,0,0,0
chrVIII,19219571,19220279,1000,57,46,11,14
chrVIII,19227095,19227452,1000,0,0,0,0
chrVIII,19227559,19227718,1000,307,0,43,15
chrVIII,19235860,19236040,1000,58,24,10,12
chrVIII,19236144,19236540,1000,0,0,0,0
chrVIII,19242720,19243602,1000,1180,1234,42,37
chrVIII,19250429,19250714,1000,380,423,9,12
chrVIII,19274593,19276333,1000,659,533,46,57
chrVIII,19277911,19278111,1000,0,58,0,18
chrVIII,19286097,19286455,999,215,139,35,40
chrVIII,19315993,19316559,639,0,0,0,0
chrVIII,19338846,19339260,1000,0,0,0,0
chrVIII,19339456,19340072,1000,9,16,8,4
chrVIII,19355529,19356302,1000,49,32,15,7
chrVIII,19360118,19360513,1000,0,0,0,0
chrVIII,19373913,19375382,1000,128,38,31,19
chrVIII,19377171,19377635,1000,0,0,0,0
chrVIII,19384483,19384758,1000,6,0,6,0
chrVIII,19394928,19395404,1000,0,0,0,0
chrVIII,19410948,19411636,1000,0,0,0,0
chrVIII,19422100,19422340,991,0,0,0,0
chrVIII,19423864,19424076,1000,0,0,0,0
chrVIII,19424802,19425050,818,0,0,0,0
chrVIII,19443452,19443629,1000,40,30,9,8
chrVIII,19476426,19477195,1000,0,0,0,0
chrVIII,19488591,19489376,1000,97,35,18,21
chrVIII,19495992,19496562,1000,0,0,0,0
chrVIII,19513634,19513889,1000,0,0,0,0
chrVIII,19519315,19519526,1000,0,232,0,18
chrVIII,19521593,19521951,717,135,0,14,19
chrVIII,19539142,19539439,810,0,0,0,0
chrVIII,19539601,19540067,768,0,0,0,0
chrVIII,19546504,19546973,1000,0,0,0,0
chrVIII,19591894,19592112,1000,13,18,11,12
chrVIII,19599953,19601100,1000,35,63,9,10
chrVIII,19602453,19602703,1000,143,69,14,18
chrVIII,19608763,19609281,1000,6,9,2,8
chrVIII,19625578,19626202,476,0,0,0,0
chrVIII,19654159,19655159,1000,231,351,36,49
chrVIII,19659546,19659728,1000,93,85,26,13
chrVIII,19665653,19666732,1000,6,3,5,8
chrVIII,19667953,19669754,1000,4351,4313,106,139
chrVIII,19685498,19685675,1000,0,0,0,0
chrVIII,19685861,19686472,1000,90,146,23,16
chrVIII,19686695,19687069,1000,90,114,17,13
chrVIII,19705606,19706482,1000,44,39,20,24
chrVIII,19715434,19715915,558,0,150,19,21
chrVIII,19731825,19731969,1000,0,0,0,0
chrVIII,19735756,19736032,1000,0,0,0,0
chrVIII,19753148,19753548,1000,141,100,42,35
chrVIII,19766358,19767308,1000,40,43,15,16
chrVIII,19774076,19775288,1000,86,99,43,36
chrVIII,19800607,19801094,672,25,22,10,26
chrVIII,19801648,19802804,1000,0,1078,24,18
chrVIII,19806321,19806957,1000,0,0,0,0
chrVIII,19822300,19822865,965,76,98,43,37
chrVIII,19859737,19859910,1000,0,0,0,0
chrVIII,19883333,19883469,1000,0,0,0,0
chrVIII,19899443,19900048,1000,0,0,0,0
chrVIII,19911716,19912032,1000,1,2,4,5
chrVIII,19940593,19940910,694,55,69,13,12
chrVIII,19944192,19945013,1000,36,33,19,8
chrVIII,19952668,19952915,1000,0,0,0,0
chrVIII,19964138,19964735,1000,0,0,0,0
chrVIII,19972357,19972839,1000,204,237,32,32
chrVIII,19981837,19982283,1000,0,0,0,0
chrVIII,19983699,19984991,1000,421,420,62,57
chrVIII,19996221,19996988,1000,128,108,39,32
chrVIII,20001004,20002177,1000,333,345,34,38
chrVIII,20008505,20009316,1000,341,350,18,26
chrVIII,20012675,20014241,1000,883,250,50,60
chrVIII,20018477,20018847,587,0,0,0,0
chrVIII,20021964,20022192,1000,28,227,32,34
chrVIII,20022839,20023810,1000,354,456,58,45
chrVIII,20033739,20033974,1000,0,0,0,0
chrVIII,20034624,20034836,1000,0,0,0,0
chrVIII,20059361,20060168,992,71,97,16,24
chrVIII,20081969,20082504,1000,0,0,0,0
chrVIII,20084798,20085354,532,0,0,0,0
chrVIII,20101186,20102213,1000,0,0,0,0
chrVIII,20106528,20106784,926,19,17,13,25
chrVIII,20145856,20146625,1000,51,77,17,17
chrVIII,20149507,20149898,1000,0,0,0,0
chrVIII,20150108,20150488,1000,73,49,19,17
chrVIII,20169161,20170107,1000,299,346,29,26
chrVIII,20170902,20171108,1000,0,72,12,12
chrVIII,20180838,20181213,1000,0,0,0,0
chrVIII,20192053,20193359,1000,646,685,39,44
chrVIII,20197153,20197341,1000,0,0,0,0
chrVIII,20197447,20197775,888,0,0,0,0
chrVIII,20198912,20199108,1000,0,0,0,0
chrVIII,20202713,20203053,1000,0,0,0,0
chrVIII,20206439,20206711,1000,0,0,0,0
chrVIII,20218864,20220266,1000,72,388,5,3
chrVIII,20221350,20221504,1000,1,3,10,0
chrVIII,20221891,20222111,1000,0,6,0,6
chrVIII,20243951,20244324,928,0,0,0,0
chrVIII,20245925,20246095,1000,0,0,0,0
chrVIII,20250236,20250406,1000,0,0,0,0
chrVIII,20280551,20281292,1000,0,0,1,0
chrVIII,20283967,20284936,1000,107,0,7,0
chrVIII,20289822,20290719,1000,0,0,0,0
chrVIII,20300615,20300823,1000,0,0,0,0
chrVIII,20328187,20329185,847,80,85,15,15
chrVIII,20336717,20337696,405,0,0,0,0
chrVIII,20338835,20339457,1000,119,95,12,20
chrVIII,20341496,20342213,1000,0,0,0,0
chrVIII,20346959,20347207,1000,0,0,0,0
chrVIII,20350896,20351618,1000,0,0,0,0
chrVIII,20359661,20360794,1000,0,0,0,0
chrVIII,20367276,20367822,1000,1058,262,56,46
chrVIII,20390938,20391803,1000,0,0,0,0
chrVIII,20435267,20436392,1000,819,765,38,25
chrVIII,20452254,20452485,1000,0,0,0,0
chrVIII,20468641,20469091,1000,0,0,0,0
chrVIII,20469400,20469936,1000,0,0,0,0
chrVIII,20485732,20486095,745,0,135,15,20
chrVIII,20486462,20487251,1000,49,45,10,8
chrVIII,20487370,20487852,1000,0,0,0,0
chrVIII,20520370,20520871,1000,41,39,14,11
chrX,16919,17816,1000,0,0,0,0
chrX,23289,23935,1000,59,103,13,24
chrX,31531,31781,1000,0,0,0,0
chrX,39515,39898,1000,924,794,17,15
chrX,42311,43353,1000,106,51,14,14
chrX,47136,47551,924,67,213,30,34
chrX,71422,71732,1000,17,0,7,5
chrX,83667,84274,1000,0,0,0,0
chrX,113594,113799,1000,0,0,0,0
chrX,114346,115962,1000,361,355,70,75
chrX,132084,133616,1000,557,129,28,39
chrX,133789,134517,990,55,63,11,15
chrX,134630,134754,1000,0,0,0,0
chrX,146574,147604,1000,0,0,0,0
chrX,151135,151847,1000,0,0,0,0
chrX,153282,154222,1000,75,100,6,14
chrX,159912,160123,1000,6,3,7,9
chrX,161643,162787,1000,18,16,22,15
chrX,176846,177038,1000,0,0,0,0
chrX,177166,177341,1000,0,0,0,0
chrX,178018,178291,1000,39,50,19,18
chrX,179249,179533,1000,19,20,21,9
chrX,184316,185755,1000,296,273,29,18
chrX,186784,187403,1000,74,381,34,67
chrX,197730,197922,1000,0,0,0,0
chrX,198106,198446,1000,190,275,12,16
chrX,200450,201333,1000,113,165,8,19
chrX,217229,217469,1000,0,0,0,0
chrX,236600,237292,1000,125,112,17,17
chrX,238728,239054,1000,0,0,0,0
chrX,241894,242104,1000,0,0,0,0
chrX,255944,256294,1000,36,47,10,13
chrX,281506,281758,919,0,0,0,0
chrX,282167,282546,1000,39,33,19,15
chrX,287600,287915,1000,0,0,0,0
chrX,379917,380400,1000,0,0,0,0
chrX,382022,382215,1000,76,92,11,22
chrX,384516,384946,1000,10,6,3,2
chrX,386849,387458,1000,0,0,0,0
chrX,507354,507543,1000,0,0,0,0
chrX,508159,508769,1000,363,30,36,20
chrX,538812,539437,1000,63,79,19,14
chrX,550097,550367,1000,106,101,14,19
chrX,585856,586283,750,0,0,0,0
chrX,587204,588383,1000,5,19,5,13
chrX,606588,607663,1000,0,0,0,0
chrX,612935,613886,1000,1,1,1,0
chrX,621776,622964,1000,33,0,20,2
chrX,627956,628241,1000,0,0,0,0
chrX,629532,630579,1000,0,0,0,0
chrX,649308,649704,1000,0,0,0,0
chrX,651623,652089,1000,80,63,16,14
chrX,663500,665261,1000,707,263,46,29
chrX,668618,669184,984,0,0,0,0
chrX,674211,676686,1000,2612,1,20,6
chrX,678800,679537,1000,117,181,14,46
chrX,757774,757924,1000,0,0,0,0
chrX,765443,765894,1000,47,0,14,5
chrX,771239,771431,1000,0,0,0,0
chrX,771540,771698,1000,0,0,0,0
chrX,776038,776356,1000,247,0,43,11
chrX,784092,784464,1000,236,0,47,8
chrX,806151,806894,1000,0,0,0,0
chrX,807082,807465,1000,0,0,0,0
chrX,821151,821379,1000,0,0,0,0
chrX,829911,830773,1000,0,0,0,0
chrX,902291,902493,1000,0,0,0,0
chrX,917047,917266,1000,0,0,0,0
chrX,961581,961961,1000,0,0,0,0
chrX,962087,962658,1000,0,0,0,0
chrX,1020654,1021358,1000,0,0,0,0
chrX,1071247,1072076,1000,19,11,12,10
chrX,1073279,1073716,1000,0,0,0,0
chrX,1114918,1115107,1000,6,303,23,24
chrX,1119148,1119326,1000,0,0,0,0
chrX,1120559,1120782,1000,0,0,0,0
chrX,1152510,1152787,1000,0,0,0,0
chrX,1165270,1165464,1000,0,0,0,0
chrX,1216517,1216763,1000,0,0,0,0
chrX,1264696,1264937,1000,0,0,0,0
chrX,1272067,1272495,1000,0,0,0,0
chrX,1276228,1276523,758,0,0,0,0
chrX,1283366,1283584,1000,151,586,18,20
chrX,1314067,1314377,1000,1,9,9,19
chrX,1358016,1358658,1000,388,211,43,18
chrX,1359041,1359835,1000,0,11,1,5
chrX,1360005,1360163,1000,1,248,4,18
chrX,1360344,1361422,1000,442,0,24,5
chrX,1361538,1362122,1000,470,279,33,33
chrX,1430323,1430560,1000,0,0,0,0
chrX,1445528,1445751,1000,103,40,17,27
chrX,1445854,1446752,1000,1255,2,94,22
chrX,1451566,1451970,979,92,0,40,6
chrX,1468453,1468911,1000,93,0,27,1
chrX,1523283,1523964,1000,134,120,17,40
chrX,1576346,1577322,1000,479,122,55,49
chrX,1585635,1586424,1000,189,576,34,52
chrX,1586541,1586672,1000,0,180,3,12
